day,convrate,avspend,visits,Gsearchprod,online_purchases,sales
2019-10-21,1.972,108.95,81780,16680,52597.606,1951973.4213800002
2019-10-22,1.521,139.84,81378,16752,43643.649999999994,2019283.08976
2019-10-23,1.6679999999999997,122.63,81246,16766,47771.28,1915166.2891199996
2019-10-24,1.49,148.93,81373,17045,39565.358,1949419.35234
2019-10-25,1.275,164.19,81522,16750,36436.835999999996,1967778.3008399997
2019-10-26,1.617,117.22,80906,16821,45120.348,1815720.9677100002
2019-10-27,1.4849999999999999,137.47,81827,17159,39470.168,1933420.7950799998
2019-10-28,1.77,109.72999999999999,81945,16817,49378.992999999995,1923719.6344100002
2019-10-29,1.7599999999999998,132.63,81774,16928,44749.595,1958536.8180400003
2019-10-30,1.564,128.05,81349,16941,44462.14600000001,1932951.05458
2019-10-31,1.642,142.19,81232,16835,40963.44,1913813.2320800002
2019-11-01,1.6869999999999998,114.28999999999999,80745,16823,46008.428,1883737.561
2019-11-02,1.7160000000000002,132.79999999999998,81140,16978,45353.963,2014832.6694299998
2019-11-03,1.6329999999999998,122.38,81779,16975,45713.94899999999,1941142.87194
2019-11-04,1.5100000000000002,141.1,81567,16881,40549.985,1935516.38279
2019-11-05,1.6800000000000002,135.0,81819,17007,42785.835999999996,1914492.42424
2019-11-06,1.3800000000000001,147.74,81760,16864,36299.286,1902072.47216
2019-11-07,1.5700000000000003,136.95999999999998,81937,16994,39543.208,1887601.0088300002
2019-11-08,1.399,135.71,81591,16833,39498.827999999994,1849921.75302
2019-11-09,1.9200000000000002,109.8,81954,17120,50144.073000000004,1842863.49221
2019-11-10,1.7530000000000001,116.9,82856,17070,47591.353,1963761.527
2019-11-11,1.575,131.07,82414,17280,46188.949,1965939.4577600001
2019-11-12,1.332,142.47,81990,16752,37786.803,1815983.62491
2019-11-13,1.553,145.8,81851,16674,40592.382,1930039.12142
2019-11-14,1.7970000000000002,119.02,82355,17069,48099.948000000004,1988055.24684
2019-11-15,1.482,132.55,82185,17031,43319.05,1890700.26326
2019-11-16,1.736,113.77000000000001,81853,17046,49203.95,1949969.8796
2019-11-17,1.7759999999999998,112.05,82567,16852,49732.312,1847380.0066399998
2019-11-18,1.8049999999999997,104.04,82526,17173,50272.399999999994,1830305.94212
2019-11-19,1.706,125.69,81985,16849,45495.065,1963244.0303700003
2019-11-20,1.761,111.01,82147,17193,49783.021,1879631.48678
2019-11-21,1.44,138.91,81989,17259,41281.729,1913366.9049499999
2019-11-22,1.5850000000000002,127.3,81925,16810,42344.469000000005,1911567.0334100004
2019-11-23,1.791,110.86,82239,16942,49842.696,1894893.3372
2019-11-24,1.488,149.10999999999999,82682,16936,40946.293999999994,1950033.3200200002
2019-11-25,1.423,144.94,82601,17107,41502.85,1941998.61818
2019-11-26,1.5670000000000002,136.28,82344,17063,41825.09,1926089.09422
2019-11-27,1.99,95.9,82177,16940,55314.893000000004,1873476.96172
2019-11-28,1.7249999999999999,114.39999999999999,82093,17327,46519.723,1863319.5276
2019-11-29,1.531,144.64,81928,16872,38378.57,1904652.08208
2019-11-30,1.501,134.12,82210,17096,39266.868,1882884.88008
2019-12-01,1.694,131.04,82857,17234,44402.45,1991997.9129599999
2019-12-02,1.7329999999999999,121.19,82987,17116,46476.070999999996,2008740.3463799995
2019-12-03,1.5950000000000002,146.89,83621,17216,41522.469000000005,2105921.83416
2019-12-04,1.567,137.52,83837,17289,42664.912000000004,2080839.46326
2019-12-05,1.574,152.71,83543,17247,42692.718,2117676.4726
2019-12-06,1.8370000000000002,124.71,83409,17004,48966.509000000005,2068716.9633199999
2019-12-07,1.937,107.71000000000001,83459,17214,56162.797000000006,2047958.2501499997
2019-12-08,1.795,115.72,83661,16994,49269.195,2023457.0185699998
2019-12-09,1.807,116.05000000000001,84098,17277,50189.252,2060446.6792399997
2019-12-10,1.5370000000000001,133.23,83706,16943,43105.976,2038399.20958
2019-12-11,1.551,140.83,83783,17478,46123.244999999995,2066281.9007299999
2019-12-12,1.625,142.44,84846,17829,45769.947,2183017.83861
2019-12-13,1.907,119.89,85229,17723,52800.232,2187030.18862
2019-12-14,1.9809999999999999,115.37,85804,17620,57907.374,2248993.6995
2019-12-15,1.5510000000000002,143.92000000000002,86496,17557,43437.347,2176008.16539
2019-12-16,1.932,121.06,86691,17929,53773.337,2222940.44659
2019-12-17,1.604,135.52,86955,17766,48690.345,2181058.0094999997
2019-12-18,1.7559999999999998,144.14000000000001,87330,18125,47896.636,2216645.7294799997
2019-12-19,1.9289999999999998,120.31,87681,18103,56091.504,2326466.36312
2019-12-20,1.409,155.17000000000002,87601,17922,42773.207,2216721.1762900003
2019-12-21,1.832,123.1,87112,17784,55633.543999999994,2222813.0225099996
2019-12-22,1.6310000000000002,138.60999999999999,87837,18167,50709.057,2280766.09815
2019-12-23,1.696,126.69,87942,18052,49777.82000000001,2203209.4850000003
2019-12-24,1.86,116.18,87618,17848,54079.242,2207895.6681500003
2019-12-25,1.713,142.29,86576,17828,47681.739,2138449.83041
2019-12-26,1.706,133.05,86612,17869,46452.208000000006,1983612.43904
2019-12-27,1.733,128.51,86951,18049,49999.616,2158180.91202
2019-12-28,1.658,153.48999999999998,86186,17665,44417.258,2181989.74468
2019-12-29,1.145,173.72,86318,17874,33547.504,2025522.33064
2019-12-30,1.74,117.24000000000001,86299,17826,49735.090000000004,2033042.2189800001
2019-12-31,1.68,125.77,86297,17836,51402.486,2076120.9278799999
2020-01-01,1.443,153.3,85286,17594,41296.686,2045462.6214
2020-01-02,1.5319999999999998,132.61,84618,17304,42938.118,2022147.3216600001
2020-01-03,1.911,111.96,83829,17157,52886.839,2016575.6896899997
2020-01-04,1.9860000000000002,106.96000000000001,83427,17179,53500.16300000001,2004177.3495600002
2020-01-05,1.844,109.88,83885,17324,52097.515999999996,2036516.5725999998
2020-01-06,1.6949999999999998,133.34,83536,17290,46030.62299999999,2005032.42966
2020-01-07,1.602,123.97,83358,17361,42503.434,1869305.0507399999
2020-01-08,1.432,144.58,82838,17220,38236.162,1954622.05854
2020-01-09,1.479,146.32000000000002,83009,17573,40600.934,1954321.3745400002
2020-01-10,1.661,127.72,83450,17319,43956.181,2006762.9139900003
2020-01-11,1.6,138.72,82990,17290,41722.56,1969355.6994200002
2020-01-12,1.875,108.24000000000001,83440,17422,50634.25,1947967.7824400002
2020-01-13,1.5379999999999998,127.35,83225,17332,45173.514,1947540.38891
2020-01-14,1.427,148.25,83432,17343,38427.22,1873545.3978000002
2020-01-15,1.71,130.81,83331,17257,44078.156,1872662.00668
2020-01-16,1.278,161.35,83372,17343,35269.765,1924279.95638
2020-01-17,1.7309999999999999,115.56,83338,17364,49297.258,1820360.3631000002
2020-01-18,1.593,124.05,83327,17444,44773.007,1948768.7349900003
2020-01-19,1.4249999999999998,141.62,83306,17390,40365.655,2014953.9085499998
2020-01-20,1.7550000000000001,118.29,83461,17511,48542.76700000001,1940443.4295200002
2020-01-21,1.976,112.52,82963,17216,52737.941000000006,2016165.1810300003
2020-01-22,1.582,135.8,83567,17488,41381.401000000005,1995294.38198
2020-01-23,1.971,112.97,83802,17735,52639.096000000005,2018587.61004
2020-01-24,1.988,99.64,83598,17615,56264.319,1940425.9597200002
2020-01-25,1.946,103.03999999999999,83710,17483,54958.993,1987863.2192799998
2020-01-26,1.6349999999999998,132.84,84034,17450,44864.721,2083080.5467800002
2020-01-27,1.735,118.03999999999999,83396,17410,48743.102000000006,1964992.94826
2020-01-28,2.024,103.33,83363,17540,56354.844,2081334.81812
2020-01-29,1.517,144.13,83453,17537,39501.789,1958879.8349600001
2020-01-30,1.8090000000000002,118.73,83213,17781,53847.331000000006,1919586.5289100003
2020-01-31,1.858,105.37,82907,17334,52314.973,1911147.6396699997
2020-02-01,1.517,148.3,83155,17719,39289.137,2049883.26468
2020-02-02,1.3119999999999998,161.48000000000002,84186,17549,36414.395000000004,1994244.33415
2020-02-03,1.356,144.65,83757,17704,40299.240999999995,1914565.491
2020-02-04,1.8479999999999999,108.92,83725,17569,51468.130999999994,1984242.05228
2020-02-05,1.61,131.1,84054,17427,47421.416,1966280.95456
2020-02-06,1.6540000000000001,125.94,83368,17481,43879.836,1964112.9186300002
2020-02-07,1.5010000000000001,135.66,83608,17768,43122.386000000006,1999518.3905
2020-02-08,1.426,144.24,83057,17207,42196.471,1976656.96138
2020-02-09,1.695,123.44,83429,17395,46052.380000000005,1995915.30186
2020-02-10,1.858,112.02,83467,17396,51921.482,1986735.87246
2020-02-11,1.752,124.0,83870,17685,49305.913,1987002.2491700002
2020-02-12,1.459,159.56,83806,17521,36814.187,1989753.1289
2020-02-13,1.786,131.07,83887,17725,46417.947,1922836.2712900003
